"Date","Open","High","Low","Close","Shares.Traded"
2007-07-31,4464.35227272727,4502.24772727273,4434.74772727273,4474.18181818182,88184539.8636364
2007-08-31,4304.29772727273,4359.23409090909,4243.275,4301.35681818182,79273080.8181818
2007-09-28,4633.4475,4684.145,4615.425,4659.92,95068241.15
2007-10-31,5415.69090909091,5528.72727272727,5319.89545454545,5456.61818181818,160421876.181818
2007-11-30,5755.2,5831.81136363636,5673.34090909091,5748.575,151596117.363636
2007-12-31,5943.15526315789,6019.94473684211,5895.87368421053,5963.57368421053,108953100.947368
2008-01-31,5802.05869565217,5881.38260869565,5645.38695652174,5756.35434782609,136536040
2008-02-29,5197.78571428571,5277.98571428571,5113.36904761905,5201.56428571429,101168894.095238
2008-03-31,4798.12222222222,4873.71388888889,4687.99444444444,4769.49722222222,149799556.166667
2008-04-30,4879.67,4956.49,4844.8225,4901.905,134526075.8
2008-05-30,5049.645,5085.085,4988.375,5028.6625,143993834.4
2008-06-30,4506.71666666667,4543.9880952381,4406.2380952381,4463.7880952381,145126485.238095
2008-07-31,4111.66739130435,4193.21304347826,4041.28043478261,4124.60434782609,157990103.043478
2008-08-29,4415.8275,4465.355,4365.365,4417.1175,118197515
2008-09-30,4228.86428571429,4277.77619047619,4127.20714285714,4206.68571428571,147171146.809524
2008-10-31,3262.74,3335.5475,3116.3,3210.2225,220456461.75
2008-11-28,2842.95555555556,2918.39722222222,2758.51666666667,2834.78611111111,252870922
2008-12-31,2885.8119047619,2944.35,2835.14761904762,2895.79761904762,314305910.333333
2009-01-30,2858.6075,2902.9625,2803.5625,2854.3625,301731657.4
2009-02-27,2824.76842105263,2856.49473684211,2783.26315789474,2819.20526315789,211978698.157895
2009-03-31,2787.9475,2840.555,2754.16,2802.2725,267538085.75
2009-04-29,3333.99117647059,3408.25588235294,3286.25882352941,3359.82941176471,378469258.294118
2009-05-29,3909.1975,4016.3575,3858.4625,3957.9625,357201280.15
2009-06-30,4442.65227272727,4501.57727272727,4371.51818181818,4436.37045454545,362190992.272727
2009-07-31,4330.39565217391,4397.47608695652,4273.12608695652,4343.09782608696,304910894.782609
2009-08-31,4570.30476190476,4621.5,4509.30714285714,4571.10952380952,254162887.761905
2009-09-30,4839.475,4890.06,4814.0875,4859.3075,233898286.1
2009-10-30,5014.55,5050.885,4962.525,4994.1075,244395350.5
2009-11-30,4937.785,4992.86,4886.3825,4953.5375,259488279.6
2009-12-31,5092.83571428571,5134.93095238095,5063.65,5099.74285714286,208986034.809524
2010-01-29,5177.08684210526,5200.83421052632,5122.03157894737,5156.22368421053,204123281.368421
2010-02-26,4836.725,4881.9575,4797.4825,4839.5725,178014005.1
2010-03-31,5163.47380952381,5201.22619047619,5142.78095238095,5178.14761904762,162996556.571429
2010-04-30,5294.0675,5330.3275,5266.0875,5294.755,157660594.05
2010-05-31,5062.80238095238,5102.9,5000.89285714286,5052.97142857143,186602729.47619
2010-06-30,5178.05227272727,5221.10227272727,5143.30454545455,5187.775,183494090.363636
2010-07-30,5357.07272727273,5387.84772727273,5333.11590909091,5359.74545454545,151612701.772727
2010-08-31,5456.80454545455,5484.58409090909,5428.15,5457.23863636364,146090105.954545
2010-09-30,5781.57619047619,5838.47857142857,5763.88571428571,5811.48333333333,171797739.666667
2010-10-29,6106.84523809524,6150.41666666667,6053.63333333333,6096.10714285714,138366310.857143
2010-11-30,6083.51904761905,6111.84047619048,6008.61666666667,6055.33095238095,157278655.333333
2010-12-31,5966.92954545455,6001.53409090909,5924.75454545455,5971.32045454545,135913040.863636
2011-01-31,5819.53,5851.4975,5744.1575,5782.71,153594261.6
2011-02-28,5419.335,5466.4875,5353.065,5400.9175,186671181.65
2011-03-31,5516.94090909091,5570.75227272727,5487.35909090909,5538.41818181818,146527600.181818
2011-04-29,5844.44166666667,5885.01388888889,5798.18888888889,5839.09444444444,120151107.666667
2011-05-31,5505.88863636364,5539.74090909091,5458.79090909091,5492.19772727273,108821168.727273
2011-06-30,5466.82727272727,5503.75227272727,5435.02954545455,5472.63636363636,107388193.681818
2011-07-29,5607.72380952381,5638.6119047619,5565.97142857143,5596.58809523809,110272624.761905
2011-08-30,5091.42857142857,5136.99047619048,5029.72142857143,5076.74285714286,147847875.904762
2011-09-30,5023.30714285714,5061.27380952381,4962.46428571429,5015.57857142857,166223551.666667
2011-10-31,5059.29210526316,5097.10789473684,5019.41842105263,5060.01578947368,155666324.052632
2011-11-30,5022.2275,5053.3675,4963.85,5004.2775,164756122.6
2011-12-30,4794.85952380952,4836.5,4740.95952380952,4782.36428571429,163340313.047619
2012-01-31,4905.38409090909,4940.64090909091,4877.93636363636,4920.01590909091,180791971.045455
2012-02-29,5413.0625,5453.005,5368.06,5409.09,251776075.1
2012-03-30,5314.98863636364,5350.66363636364,5261.20454545455,5298.48409090909,188926318.727273
2012-04-30,5258.4725,5285.095,5223.635,5254.48,137361977.95
2012-05-31,4966.5,5006.26818181818,4931.14545454545,4966.50681818182,147023368.590909
2012-06-29,5059.15714285714,5105.78571428571,5029.9619047619,5074.21428571429,144681959.571429
2012-07-31,5228.71363636364,5248.28181818182,5195.9,5222.01136363636,121478106.363636
2012-08-31,5326.25238095238,5352.83095238095,5303.2119047619,5329.72142857143,131044153.47619
2012-09-28,5471.66,5506.7225,5457.2625,5485.265,167398923.95
2012-10-31,5694.70476190476,5719.00238095238,5621.56666666667,5688.63095238095,131050459.857143
2012-11-30,5670.6925,5700.12,5646.8075,5679.6225,115019971.05
2012-12-31,5897.16,5915.9575,5864.68,5890.955,120303113.95
2013-01-31,6028.39347826087,6049.5847826087,6000.2,6023.11739130435,133711801.869565
2013-02-28,5912.975,5932.81,5873.8625,5893.5875,154062619.8
2013-03-28,5785.18947368421,5818.88947368421,5747.69736842105,5782.26052631579,151526222.947368
2013-04-30,5689.3575,5727.9625,5654.5625,5699.76,136261521.95
2013-05-31,6061.9,6102.47826086957,6023.81086956522,6064.52173913043,134124564.26087
2013-06-28,5788.05,5824.0275,5748.06,5782.0775,149091856.3
2013-07-31,5914.95652173913,5941.91739130435,5877.74565217391,5909.24347826087,153025938.695652
2013-08-30,5525.085,5571.53,5445.3175,5510.4375,250583847.4
2013-09-30,5801.37,5852.3375,5740.2575,5797.475,224297447.95
2013-10-31,6066.23333333333,6112.24285714286,6030.29047619048,6083.87380952381,184197537.142857
2013-11-29,6140.4925,6174.225,6104.165,6128.635,151594384.25
2013-12-31,6252.18095238095,6281.17857142857,6222.29761904762,6246.86904761905,172202617.952381
2014-01-31,6230.16304347826,6257.30652173913,6196.0347826087,6223.16304347826,145677905.304348
2014-02-28,6091.15789473684,6120.00526315789,6063.25,6098.74473684211,148737081.473684
2014-03-31,6490.62619047619,6533.24285714286,6468.23095238095,6507.98095238095,179485737.095238
2014-04-30,6764.31944444444,6791.26111111111,6723.38055555556,6754.73611111111,146767359.833333
2014-05-30,7082.22619047619,7143.01904761905,7029.46904761905,7083.15714285714,203943026.809524
2014-06-30,7538.10238095238,7579.23333333333,7486.67142857143,7542.84285714286,172338828.857143
2014-07-31,7690.06428571429,7720.84047619048,7639.4619047619,7681.95238095238,145582488.52381
2014-08-28,7780.06052631579,7815.8,7750.95789473684,7787.35263157895,130624178.947368
2014-09-30,8049.70952380952,8088.8619047619,8004.69047619048,8048.79047619048,134631871.380952
2014-10-31,7948.21388888889,7990.04722222222,7913.10833333333,7953.11388888889, 
2014-11-28,8411.64722222222,8444.71666666667,8376.41388888889,8417.05833333333,149890425
2014-12-22,8472.575,8499.235,8418.88,8447.245,144916498.2
2015-01-15,8365.875,8426.775,8308.6,8385.85, 
2015-02-27,8761.97307692308,8818.08076923077,8712.65,8769.44615384615,183178700.230769
2015-03-31,8696.4425,8724.6975,8611.5225,8649.4275,181305473.6
2015-04-30,8551.56052631579,8581.67368421053,8468.15,8524.00789473684, 
2015-05-29,8300.44,8348.585,8241.17,8300.805,174136218.6
2015-06-30,8199.025,8246.44545454546,8144.50909090909,8195.60681818182,147922994.681818
2015-07-24,8491.13888888889,8538.27777777778,8451.03611111111,8500.06388888889,127561199.888889
