"Date","BID","I.S","BOR","R.S"
2008-08-30,9.49916666666667,0.249158333333333,10.1391666666667,0.218591666666667
2008-09-29,10.4825,0.195591666666667,11.12625,0.221770833333333
2008-10-31,10.7527272727273,0.37395,11.7304545454545,0.398731818181818
2008-11-29,9.72304347826087,0.410765217391304,10.5747826086957,0.38414347826087
2008-12-31,7.83,0.416464,8.4988,0.335188
2009-01-31,6.3512,0.307344,6.7756,0.224636
2009-02-28,5.85863636363636,0.265513636363636,6.34318181818182,0.191813636363636
2009-03-31,5.40304347826087,0.217717391304348,5.96782608695652,0.172782608695652
2009-04-29,4.691,0.230605,5.1455,0.19896
2009-05-30,3.74791666666667,0.212604166666667,4.16,0.171958333333333
2009-06-30,3.59653846153846,0.224169230769231,3.97384615384615,0.165
2009-07-31,3.47615384615385,0.216884615384615,3.82423076923077,0.165811538461538
2009-08-31,3.41708333333333,0.213625,3.78583333333333,0.1544
2009-09-29,3.39608695652174,0.235873913043478,3.83565217391304,0.178486956521739
2009-10-31,3.40173913043478,0.235530434782609,3.81826086956522,0.185647826086957
2009-11-30,3.35391304347826,0.219604347826087,3.76391304347826,0.173147826086957
2009-12-31,3.3168,0.17808,3.7056,0.158096
2010-01-30,3.5368,0.094024,3.9072,0.07048
2010-02-26,3.64272727272727,0.09495,3.99727272727273,0.0867772727272727
2010-03-31,4.22916666666667,0.194870833333333,4.75291666666667,0.187104166666667
2010-04-30,4.13173913043478,0.123213043478261,4.55086956521739,0.113313043478261
2010-05-31,4.2125,0.107220833333333,4.49958333333333,0.113070833333333
2010-06-30,5.43961538461538,0.164684615384615,5.86576923076923,0.155176923076923
2010-07-31,5.78653846153846,0.129442307692308,6.15307692307692,0.126034615384615
2010-08-31,5.8716,0.091648,6.2124,0.111712
2010-09-29,6.13739130434783,0.130591304347826,6.51391304347826,0.128108695652174
2010-10-29,6.7547619047619,0.104090476190476,7.10666666666667,0.0946904761904762
2010-11-30,7.3105,0.087,7.6465,0.079895
2010-12-31,7.76181818181818,0.132727272727273,8.19318181818182,0.13435
2011-01-31,7.765,0.16284,8.194,0.149225
2011-02-28,7.82947368421053,0.153231578947368,8.27736842105263,0.143752631578947
2011-03-31,9.28136363636364,0.1785,9.66909090909091,0.192177272727273
2011-04-29,7.786875,0.18501875,8.26375,0.1615
2011-05-31,8.24666666666667,0.10212380952381,8.67761904761905,0.1101
2011-06-30,8.78863636363636,0.113186363636364,9.14863636363636,0.0887954545454546
2011-07-29,8.5765,0.10462,8.892,0.090845
2011-08-30,8.6685,0.0886,8.997,0.068745
2011-09-29,8.8335,0.07551,9.114,0.06219
2011-10-31,8.85888888888889,0.0826,9.12166666666667,0.0687944444444444
2011-11-30,9.011,0.06257,9.273,0.04915
2011-12-30,9.26666666666667,0.0750047619047619,9.55047619047619,0.058547619047619
2012-01-31,9.35714285714286,0.0697761904761905,9.61619047619048,0.0590095238095238
2012-02-29,9.44052631578947,0.0605736842105263,9.73421052631579,0.0647578947368421
2012-03-30,10.683,0.151425,11.031,0.132485
2012-04-30,9.525,0.148433333333333,9.81888888888889,0.126816666666667
2012-05-31,9.12727272727273,0.0921090909090909,9.36954545454545,0.0801590909090909
2012-06-29,9.14333333333333,0.0878857142857143,9.37285714285714,0.0703190476190476
2012-07-31,8.76095238095238,0.0868,9.01380952380952,0.0746
2012-08-31,8.49809523809524,0.0920619047619048,8.74761904761905,0.0772904761904762
2012-09-28,8.41736842105263,0.0741,8.62736842105263,0.0674052631578947
2012-10-31,8.2705,0.068795,8.488,0.043945
2012-11-30,8.26947368421053,0.0508631578947368,8.45736842105263,0.0289421052631579
2012-12-31,8.377,0.05985,8.58,0.048925
2013-01-31,8.34454545454545,0.0904136363636364,8.52318181818182,0.0479045454545455
2013-02-28,8.29210526315789,0.0838578947368421,8.43578947368421,0.0555684210526316
2013-03-28,8.95315789473684,0.217436842105263,9.28157894736842,0.179978947368421
2013-04-30,8.23666666666667,0.0921055555555556,8.40277777777778,0.0695888888888889
2013-05-31,7.92,0.0763181818181818,8.10090909090909,0.0554681818181818
2013-06-28,8.011,0.067925,8.1755,0.047735
2013-07-31,8.6225,0.168325,8.859,0.151025
2013-08-30,10.542,0.145505,10.8,0.164085
2013-09-30,10.5226315789474,0.119126315789474,10.6542105263158,0.105373684210526
2013-10-31,9.31809523809524,0.114285714285714,9.42095238095238,0.0826142857142857
2013-11-29,8.86315789473684,0.0955052631578947,8.98684210526316,0.0666157894736842
2013-12-31,8.71238095238095,0.112542857142857,8.87571428571429,0.0902
2014-01-31,8.67863636363636,0.0938772727272727,8.79454545454545,0.0836590909090909
2014-02-28,8.83,0.0882117647058824,8.92470588235294,0.0748352941176471
2014-03-28,9.54578947368421,0.147957894736842,9.75157894736842,0.124873684210526
2014-04-30,8.90235294117647,0.116770588235294,9.09176470588235,0.0885823529411765
2014-05-30,8.6255,0.063935,8.7775,0.053745
2014-06-30,8.57952380952381,0.0885619047619048,8.72857142857143,0.0615761904761905
2014-07-31,8.54272727272727,0.0728818181818182,8.67090909090909,0.0524590909090909
2014-08-28,8.56833333333333,0.0767888888888889,8.70111111111111,0.0642888888888889
2014-09-30,8.56954545454546,0.0669545454545455,8.73590909090909,0.0607954545454545
2014-10-31,8.46705882352941,0.0751352941176471,8.62470588235294,0.0721647058823529
2014-11-28,8.34117647058824,0.0678529411764706,8.48647058823529,0.0634235294117647
2014-12-31,8.38590909090909,0.0713727272727273,8.52,0.0532318181818182
2015-01-30,8.32142857142857,0.0624666666666667,8.42857142857143,0.0440380952380952
2015-02-27,8.21722222222222,0.0583722222222222,8.33666666666667,0.0429444444444444
2015-03-31,8.40428571428571,0.121104761904762,8.55142857142857,0.0759761904761905
2015-04-30,7.96944444444444,0.0747,8.07444444444444,0.0749666666666667
2015-05-29,7.95157894736842,0.0488526315789474,8.06947368421053,0.0468842105263158
2015-06-30,7.83380952380952,0.0667714285714286,7.93238095238095,0.0658619047619048
2015-07-31,7.69869565217391,0.0613086956521739,7.78173913043478,0.0673347826086957
2015-08-06,7.5175,0.055075,7.6375,0.06745
