"Date","BID","I.S","BOR","R.S"
2000-01-31,8.77583333333333,0.0786166666666667,9.365,0.0778583333333333
2000-02-29,8.91125,0.1068375,9.62083333333333,0.111845833333333
2000-03-31,9.49916666666667,0.164354166666667,10.4420833333333,0.132483333333333
2000-04-29,8.07631578947368,0.171978947368421,8.87631578947368,0.121694736842105
2000-05-31,8.15416666666667,0.123841666666667,8.88416666666667,0.0942333333333333
2000-06-30,9.3576,0.147796,10.4136,0.179992
2000-07-31,9.25416666666667,0.215129166666667,10.0791666666667,0.226833333333333
2000-08-31,11.5632,0.175672,12.6296,0.241124
2000-09-29,10.7933333333333,0.148575,11.79875,0.165491666666667
2000-10-31,9.84681818181818,0.135927272727273,10.7409090909091,0.143131818181818
2000-11-30,9.58708333333333,0.0974708333333333,10.40125,0.103658333333333
2000-12-29,9.10727272727273,0.0913181818181818,9.82772727272727,0.0891227272727273
2001-01-31,9.50653846153846,0.0921192307692308,10.3038461538462,0.0660846153846154
2001-02-28,9.00136363636364,0.0873818181818182,9.75681818181818,0.0842454545454545
2001-03-31,8.51333333333333,0.111383333333333,9.31333333333333,0.110054166666667
2001-04-30,8.21473684210526,0.0937263157894737,8.93052631578947,0.0987210526315789
2001-05-31,8.2944,0.095308,8.9824,0.102744
2001-06-29,7.87083333333333,0.0727,8.56166666666667,0.0839458333333333
2001-07-31,7.55076923076923,0.0634961538461538,8.19807692307692,0.0775461538461538
2001-08-31,7.42375,0.0523083333333333,8.01458333333333,0.0631125
2001-09-28,7.67833333333333,0.087525,8.24333333333333,0.1165625
2001-10-31,7.5676,0.096024,8.1756,0.103468
2001-11-29,7.2795652173913,0.110286956521739,7.8704347826087,0.101382608695652
2001-12-31,7.42083333333333,0.0896416666666667,7.98083333333333,0.0901208333333333
2002-01-31,7.242,0.078776,7.8292,0.085276
2002-02-28,7.08782608695652,0.0819260869565217,7.66304347826087,0.0917
2002-03-30,7.37045454545455,0.117613636363636,8.08090909090909,0.155413636363636
2002-04-30,7.09318181818182,0.0845818181818182,7.71545454545455,0.109336363636364
2002-05-31,7.2856,0.07984,7.8952,0.088216
2002-06-28,6.79083333333333,0.0838583333333333,7.38291666666667,0.0816041666666667
2002-07-31,6.15777777777778,0.0835777777777778,6.66259259259259,0.0901259259259259
2002-08-31,5.95807692307692,0.0600230769230769,6.35884615384615,0.0673423076923077
2002-09-28,5.91545454545455,0.0404318181818182,6.28045454545455,0.0624272727272727
2002-10-31,5.8568,0.04374,6.2056,0.046332
2002-11-30,5.59833333333333,0.0475458333333333,5.9,0.0651833333333333
2002-12-31,5.5375,0.0442541666666667,5.83291666666667,0.0502958333333333
2003-01-31,5.56481481481481,0.0441148148148148,5.86296296296296,0.051237037037037
2003-02-28,5.61478260869565,0.0420130434782609,5.93086956521739,0.0561695652173913
2003-03-31,5.69217391304348,0.0846173913043478,6.13652173913044,0.112686956521739
2003-04-30,5.335,0.123795,5.6685,0.13855
2003-05-31,5.12818181818182,0.112654545454545,5.44772727272727,0.102795454545455
2003-06-28,4.97333333333333,0.0741375,5.3025,0.0373833333333333
2003-07-31,4.97961538461538,0.0594192307692308,5.26846153846154,0.0358961538461538
2003-08-30,4.866,0.061,5.118,0.03782
2003-09-29,4.508,0.053672,4.7492,0.036508
2003-10-31,4.5525,0.0557,4.76208333333333,0.0450208333333333
2003-11-29,4.58608695652174,0.0453695652173913,4.77,0.0498869565217391
2003-12-31,4.50846153846154,0.0306730769230769,4.68423076923077,0.0323
2004-01-31,4.51653846153846,0.0307,4.72384615384615,0.0469692307692308
2004-02-28,4.54190476190476,0.030652380952381,4.74952380952381,0.0470428571428571
2004-03-31,4.574,0.0253,4.8188,0.05766
2004-04-30,4.49952380952381,0.0334809523809524,4.69714285714286,0.0346904761904762
2004-05-31,4.42916666666667,0.0387958333333333,4.62833333333333,0.0248333333333333
2004-06-29,4.4136,0.03714,4.6304,0.028288
2004-07-31,4.44444444444444,0.0342703703703704,4.65,0.0237925925925926
2004-08-31,4.5144,0.046244,4.7332,0.039064
2004-09-29,4.55375,0.0431666666666667,4.78041666666667,0.0404583333333333
2004-10-30,4.65391304347826,0.0335521739130435,4.88434782608696,0.0354260869565217
2004-11-30,5.26,0.0930869565217391,5.60391304347826,0.1006
2004-12-31,5.20615384615385,0.0822192307692308,5.52,0.0838923076923077
2005-01-31,5.05416666666667,0.0573583333333333,5.32333333333333,0.054725
2005-02-28,5.03583333333333,0.065975,5.39541666666667,0.0702458333333333
2005-03-31,5.09625,0.0735541666666667,5.47208333333333,0.0890708333333333
2005-04-30,5.22666666666667,0.104342857142857,5.4852380952381,0.0832857142857143
2005-05-31,5.2816,0.0578,5.5512,0.04848
2005-06-30,5.27884615384615,0.0466192307692308,5.51692307692308,0.0400615384615385
2005-07-30,5.3695652173913,0.0733173913043478,5.60478260869565,0.057304347826087
2005-08-31,5.2456,0.094324,5.518,0.066412
2005-09-30,5.308,0.090096,5.546,0.06056
2005-10-31,5.364,0.079396,5.584,0.057384
2005-11-30,5.6704347826087,0.0916260869565217,5.96782608695652,0.0697347826086957
2005-12-31,5.85851851851852,0.103125925925926,6.23925925925926,0.0905444444444444
2006-01-31,6.40791666666667,0.1311625,6.92833333333333,0.107775
2006-02-28,6.95086956521739,0.102413043478261,7.38347826086957,0.0769826086956522
2006-03-31,7.3,0.1345,7.878,0.134752
2006-04-29,6.35380952380952,0.144990476190476,6.83428571428571,0.138
2006-05-31,5.9328,0.105252,6.4084,0.065604
2006-06-30,6.02038461538462,0.0634846153846154,6.47269230769231,0.0649923076923077
2006-07-31,6.164,0.054076,6.6592,0.049564
2006-08-31,6.29038461538462,0.0575846153846154,6.67115384615385,0.04625
2006-09-29,6.3436,0.069232,6.77,0.063492
2006-10-31,6.56,0.0971318181818182,7.01727272727273,0.0835681818181818
2006-11-30,6.92653846153846,0.105065384615385,7.37576923076923,0.0693269230769231
2006-12-30,7.3604,0.127512,8.1844,0.218744
2007-01-31,7.61291666666667,0.25585,8.64875,0.191266666666667
2007-02-28,7.96954545454545,0.300695454545455,8.92181818181818,0.152595454545455
2007-03-30,8.95583333333333,0.4272375,10.3041666666667,0.305383333333333
2007-04-30,9.08318181818182,0.265372727272727,10.2127272727273,0.312290909090909
2007-05-31,8.6176,0.25622,9.4836,0.2576
2007-06-30,7.04115384615385,0.384942307692308,8.01153846153846,0.310669230769231
2007-07-31,5.72307692307692,0.3877,6.71423076923077,0.326384615384615
2007-08-31,6.4888,0.203928,7.3004,0.154036
2007-09-28,6.93347826086957,0.174673913043478,7.59826086956522,0.131039130434783
2007-10-31,6.47576923076923,0.300423076923077,7.2,0.104896153846154
2007-11-30,6.61833333333333,0.300204166666667,7.62458333333333,0.143025
2007-12-31,7.13291666666667,0.2996,8.03958333333333,0.163554166666667
2008-01-31,6.808,0.316124,7.6904,0.21834
2008-02-29,7.1328,0.283388,8.0748,0.200484
2008-03-31,8.04545454545454,0.442063636363636,9.40272727272727,0.386681818181818
2008-04-30,6.82347826086957,0.311986956521739,7.88,0.216034782608696
2008-05-31,6.8576,0.306636,7.8904,0.189564
2008-06-30,7.9112,0.228184,8.6828,0.224144
2008-07-31,8.88115384615385,0.279165384615385,9.62346153846154,0.248469230769231
